time,INPUT,mRNA1,mRNA2,mRNA3,mRNA4,mRNA5,mRNA6,mRNA7,mRNA8,
54.54545,0.95840,0.00817,0.01761,0.01410,1.89862,0.05639,0.02761,0.02163,0.02002
56.56566,0.99911,0.00864,0.01723,0.01334,1.98014,0.06339,0.02437,0.02372,0.01902
58.58586,0.98553,0.00904,0.01651,0.01471,1.92657,0.06456,0.02372,0.02186,0.01883
60.60606,0.94246,0.00950,0.01806,0.01404,1.89321,0.06110,0.02471,0.02288,0.01785
62.62626,1.02120,0.00861,0.01823,0.01332,1.80694,0.06004,0.02554,0.02091,0.01868
64.64646,1.04509,0.00902,0.01853,0.01306,1.78707,0.06073,0.02390,0.02217,0.01845
66.66667,0.96064,0.00820,0.01926,0.01413,1.81202,0.06226,0.02656,0.02326,0.01726
68.68687,1.02256,0.00825,0.01744,0.01275,1.75861,0.05979,0.02503,0.02064,0.01856
70.70707,1.04416,0.00936,0.01812,0.01263,1.69899,0.05418,0.02502,0.01939,0.01789
72.72727,0.94025,0.00944,0.01730,0.01325,1.75299,0.05974,0.02530,0.02232,0.01962
74.74747,0.95680,0.00801,0.01781,0.01335,1.88556,0.05825,0.02575,0.02305,0.02000
76.76768,1.02349,0.00911,0.01958,0.01357,1.80915,0.06379,0.02536,0.02320,0.01875
78.78788,0.94426,0.00887,0.01792,0.01267,1.97666,0.05704,0.02459,0.02181,0.01858
80.80808,1.06594,0.00809,0.01707,0.01415,1.78854,0.06009,0.02498,0.02125,0.01954
82.82828,1.05127,0.00916,0.01796,0.01438,1.76439,0.06135,0.02659,0.02368,0.01882
84.84848,0.96003,0.00829,0.01846,0.01333,1.80330,0.05740,0.02490,0.02175,0.01887
86.86869,1.04121,0.00829,0.01709,0.01403,1.87967,0.06130,0.02563,0.02125,0.01869
88.88889,1.10664,0.00834,0.01671,0.01363,1.82945,0.07027,0.02601,0.02110,0.01707
90.90909,1.02890,0.00834,0.01774,0.01346,1.84826,0.06732,0.02512,0.02123,0.01702
92.92929,1.00965,0.00844,0.01583,0.01421,1.72825,0.06313,0.02524,0.02369,0.01783
94.94949,0.88254,0.00837,0.01657,0.01394,1.73273,0.05605,0.02516,0.02343,0.01948
96.96970,1.00302,0.00899,0.01617,0.01275,1.80055,0.05902,0.02377,0.02234,0.01907
98.98990,1.04385,0.00853,0.01629,0.01293,1.88061,0.06345,0.02365,0.02426,0.01699
101.01010,0.95947,0.00856,0.01660,0.01298,1.93167,0.06054,0.02440,0.02264,0.01845
103.03030,0.96328,0.00821,0.01777,0.01430,1.82501,0.05919,0.02754,0.02283,0.01784
105.05051,1.02420,0.00887,0.01604,0.01354,1.63638,0.06469,0.02410,0.02113,0.01945
107.07071,0.97412,0.00817,0.01707,0.01277,1.86605,0.06615,0.02488,0.02157,0.01810
109.09091,1.08507,0.00921,0.01892,0.01331,1.99242,0.05956,0.02557,0.02419,0.01791
111.11111,0.98524,0.00948,0.01763,0.01393,1.69620,0.05512,0.02448,0.02374,0.01676
113.13131,1.03392,0.00937,0.01926,0.01412,1.78700,0.05959,0.02446,0.01960,0.01664
115.15152,1.09090,0.00873,0.01810,0.01384,1.83559,0.06057,0.02427,0.02310,0.01927
117.17172,0.94951,0.00870,0.01845,0.01277,1.81305,0.05971,0.02683,0.02286,0.01804
119.19192,1.02371,0.00913,0.01677,0.01307,1.80221,0.06302,0.02843,0.02153,0.01777
121.21212,1.01707,0.00918,0.01713,0.01312,1.72361,0.05794,0.02495,0.02124,0.01863
123.23232,1.03195,0.00962,0.01932,0.01363,2.02897,0.06039,0.02346,0.02123,0.01825
125.25253,1.07786,0.00800,0.01847,0.01472,1.76730,0.05964,0.02593,0.02246,0.01804
127.27273,1.10286,0.00856,0.01710,0.01257,2.00588,0.06373,0.02435,0.02161,0.01832
129.29293,1.00540,0.00861,0.01775,0.01252,1.83436,0.06556,0.02328,0.02211,0.01999
131.31313,1.00262,0.00831,0.01740,0.01333,1.89847,0.06839,0.02507,0.02150,0.02019
133.33333,1.11009,0.00916,0.01815,0.01364,1.89565,0.05889,0.02566,0.02335,0.01906
135.35354,0.98054,0.00896,0.01872,0.01389,1.92410,0.06202,0.02368,0.02224,0.02020
137.37374,0.99355,0.00832,0.01794,0.01350,1.91895,0.06697,0.02656,0.02237,0.01707
139.39394,1.00285,0.00854,0.01617,0.01452,1.91895,0.06233,0.02678,0.02193,0.01654
141.41414,0.89895,0.00885,0.01925,0.01397,1.93604,0.06371,0.02527,0.02171,0.01823
143.43434,0.95515,0.00896,0.01649,0.01318,1.92230,0.06187,0.02537,0.02140,0.01723
145.45455,0.94880,0.00887,0.01775,0.01368,1.68317,0.06234,0.02395,0.02116,0.01785
147.47475,1.03063,0.00826,0.01657,0.01411,1.69299,0.05763,0.02542,0.02197,0.01789
149.49495,1.03794,0.00874,0.01729,0.01322,1.84499,0.05994,0.02501,0.02200,0.01766
151.51515,1.01527,0.00853,0.01748,0.01276,1.91686,0.06421,0.02544,0.02331,0.01779
153.53535,1.06828,0.00855,0.01586,0.01447,1.84781,0.06169,0.02572,0.02186,0.01734
155.55556,1.04286,0.00874,0.01738,0.01323,1.72803,0.06296,0.02364,0.02278,0.01702
157.57576,0.99259,0.00906,0.01698,0.01370,1.91376,0.06044,0.02536,0.01987,0.01719
159.59596,1.02583,0.00852,0.01753,0.01318,1.64402,0.06113,0.02542,0.02232,0.01834
161.61616,1.09556,0.00910,0.01797,0.01316,1.65159,0.06487,0.02602,0.02129,0.01916
163.63636,1.09693,0.00878,0.01730,0.01346,1.79149,0.06409,0.02014,0.02144,0.01764
165.65657,0.96589,0.00840,0.01851,0.01288,1.82199,0.06664,0.02588,0.02191,0.01639
167.67677,0.97074,0.00849,0.01695,0.01318,1.94849,0.06219,0.02539,0.02188,0.01843
169.69697,0.90113,0.00811,0.01738,0.01427,1.88533,0.05398,0.02581,0.02254,0.01821
171.71717,1.02612,0.00879,0.01828,0.01360,1.89967,0.05375,0.02611,0.02176,0.01793
173.73737,1.03630,0.00791,0.01762,0.01386,1.78189,0.06367,0.02560,0.02114,0.01881
175.75758,1.04990,0.00894,0.01606,0.01351,1.76387,0.05805,0.02486,0.02284,0.01891
177.77778,0.94897,0.00808,0.01681,0.01307,2.03992,0.06067,0.02494,0.02192,0.01840
179.79798,0.99940,0.00899,0.01993,0.01387,1.78678,0.06335,0.02686,0.02092,0.01735
181.81818,0.97259,0.00848,0.01678,0.01343,1.80541,0.06736,0.02581,0.02103,0.01751
183.83838,1.03423,0.00834,0.01876,0.01466,2.03786,0.06221,0.02684,0.02208,0.01765
185.85859,1.00445,0.00806,0.01794,0.01320,1.87219,0.06272,0.02784,0.02283,0.01978
187.87879,1.01237,0.00876,0.01895,0.01477,1.83399,0.06115,0.02556,0.01916,0.01668
189.89899,1.00451,0.00864,0.01722,0.01454,1.73042,0.05547,0.02659,0.01961,0.01813
191.91919,1.02704,0.00838,0.01771,0.01398,1.87998,0.06226,0.02516,0.02089,0.01891
193.93939,0.94615,0.00828,0.01763,0.01458,1.87767,0.06014,0.02406,0.02489,0.01779
195.95960,1.03184,0.00850,0.01633,0.01466,1.67264,0.05848,0.02411,0.02116,0.01873
197.97980,1.00394,0.00901,0.01710,0.01470,1.88383,0.06105,0.02328,0.02167,0.01832
200.00000,1.04180,0.00925,0.01874,0.01409,1.91158,0.05426,0.02542,0.02039,0.01811
