time,INPUT,mRNA1,mRNA2,mRNA3,mRNA4,mRNA5,mRNA6,mRNA7,mRNA8,
0.00000,0.92135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2.02020,0.94408,0.00729,0.01467,0.01238,1.38279,0.04495,0.01956,0.01703,0.01497
4.04040,1.06052,0.00823,0.01600,0.01364,1.61227,0.05471,0.02610,0.02135,0.01542
6.06061,1.02499,0.00811,0.01868,0.01334,2.00732,0.06342,0.02423,0.02300,0.01834
8.08081,1.03880,0.00909,0.01735,0.01404,1.93489,0.05690,0.02373,0.02037,0.01705
10.10101,1.04936,0.00842,0.01896,0.01346,1.85177,0.06304,0.02500,0.02126,0.01936
12.12121,0.98577,0.00962,0.01717,0.01461,1.76803,0.06049,0.02637,0.02117,0.01778
14.14141,1.04059,0.00867,0.01767,0.01394,1.87294,0.06697,0.02636,0.02326,0.01807
16.16162,1.03698,0.00936,0.01937,0.01396,2.00133,0.06582,0.02561,0.02248,0.01765
18.18182,1.03311,0.00854,0.01764,0.01371,1.70933,0.06312,0.02419,0.02358,0.01788
20.20202,1.03697,0.00813,0.01681,0.01397,1.84655,0.06470,0.02568,0.02187,0.01831
22.22222,1.02316,0.00787,0.01787,0.01312,1.78952,0.05789,0.02549,0.02122,0.01904
24.24242,0.97794,0.00915,0.01812,0.01317,1.93958,0.06292,0.02578,0.02265,0.01732
26.26263,1.02283,0.00824,0.01712,0.01426,1.82498,0.06326,0.02643,0.02320,0.01889
28.28283,0.95004,0.00866,0.01900,0.01403,1.66403,0.06312,0.02469,0.02323,0.01740
30.30303,1.02011,0.00852,0.01836,0.01227,1.82830,0.06365,0.02670,0.02110,0.01777
32.32323,0.94465,0.00894,0.01889,0.01492,1.89300,0.05884,0.02541,0.02153,0.01731
34.34343,1.02073,0.00846,0.01782,0.01406,1.81508,0.06363,0.02575,0.02292,0.01857
36.36364,0.97803,0.00821,0.01672,0.01404,1.81357,0.06015,0.02506,0.02132,0.01644
38.38384,0.99484,0.00781,0.01696,0.01420,1.69953,0.06496,0.02308,0.02269,0.01873
40.40404,0.94725,0.00854,0.01833,0.01437,1.79155,0.06015,0.02578,0.02101,0.01918
42.42424,1.10643,0.00882,0.01841,0.01307,1.75245,0.05717,0.02613,0.02062,0.01876
44.44444,0.97795,0.00840,0.01786,0.01241,1.93546,0.05397,0.02191,0.01989,0.01792
46.46465,1.03209,0.00839,0.01756,0.01322,1.81146,0.06155,0.02377,0.02016,0.02090
48.48485,0.94770,0.00880,0.01675,0.01328,1.86469,0.06064,0.02649,0.02387,0.01988
50.50505,1.02002,0.00856,0.01820,0.01392,1.77323,0.06330,0.02499,0.02148,0.01930
52.52525,1.04013,0.00908,0.01817,0.01481,1.85937,0.06245,0.02747,0.02132,0.01790
