time,mRNA1,mRNA2,mRNA3,mRNA4,mRNA5,mRNA6,mRNA7,mRNA8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.025258127207225884,0.5834726953893185,0.01987918301928049,1.029433052953702,0.764030875735308,0.017286922941499916,0.017254933393459834,0.024325601327329357
20.0,0.025068420896129363,0.5789654295302239,0.036850071821575826,0.947818777514355,0.7745496848411371,0.022940415473937232,0.017485623039955937,0.0673125173257299
30.0,0.02407074883054807,0.6077898861945841,0.06833678902162807,0.95578075263167,0.7564760687261477,0.09259535768933806,0.01940350835247449,0.193076819105208
40.0,0.026970710419462113,0.5383163266608648,0.08711066000619565,0.9690743710128662,0.5140761725522554,0.22879676902381935,0.0183932453572111,0.38307418444418834
50.0,0.02593352237197725,0.5731753963404362,0.10757681583386042,0.9537109291964426,0.3843726431501414,0.3345679858809779,0.023502769549211926,0.5768829393482445
60.0,0.027047029850739337,0.5846236879050783,0.10964439890184102,0.9669526813053867,0.2359386499567496,0.2731423656614735,0.06975962139351896,0.740904549496342
70.0,0.0258667364558089,0.6312152686240048,0.08508245050393774,0.9231200066321803,0.1608859594786916,0.21233395882153275,0.33620391729856364,0.9230680240815455
80.0,0.027155134975380257,0.5855125840138914,0.06558212797470667,0.8943964349004171,0.11808920039258265,0.1191987629848601,0.7566466605266197,0.8845627441080213
90.0,0.027730669763007715,0.5677773684105367,0.0569928157285125,0.8945744413464666,0.08413884951448597,0.0685271885584859,1.1273572934633465,0.9363242446760978
100.0,0.02545947155544956,0.4702750296304883,0.04492367292218692,0.9104441177975762,0.06564727496933179,0.038412304568521224,1.3094945429072304,1.0374378618470559
110.0,0.02485647020571872,0.1912644524192713,0.04148215993761718,0.9213484771694186,0.08366014557795509,0.027295812433954885,1.486070503950179,1.1923753990172614
120.0,0.0273691693173935,0.09351002484684151,0.032918962719924984,0.9509431727899905,0.12728238547557685,0.023927270167618486,1.3505351020413006,1.0543424210558872
130.0,0.024452142241193763,0.04196992948542471,0.03129382515621825,0.9507400809905548,0.2121619912166383,0.023108002437812223,1.435690132107056,1.0690634124719922
140.0,0.026013838111914676,0.03363033140197262,0.036365542194281064,0.9491751474413733,0.32171049141848584,0.023057715852029897,1.388313328972026,1.0443120645756594
150.0,0.025081478876146323,0.024993117067238158,0.04206331719595914,0.8706493333637715,0.4535107538186049,0.030834765228685508,1.345144213217623,1.1940873414390982
160.0,0.02788062339208405,0.023856117926978396,0.05453773393780297,0.963250307674314,0.5788900816613065,0.061080579408938865,1.4005722037321107,1.17923916674386
170.0,0.024756687213763427,0.02519966564341057,0.08125053603108062,0.9541393136065065,0.5703521931653971,0.14489335167128986,1.430330835915803,1.1040439910190187
180.0,0.024798334555533118,0.02527489061210718,0.11110025636207485,0.8959697659663748,0.6514488189614347,0.38579594708912485,1.2810227861630643,1.222605177025688
190.0,0.031481335186312784,0.023909734699278144,0.15394335279974147,1.0113788717808025,0.7350404660220743,0.7466184291306148,1.3464069302503552,1.2865681515145966
200.0,0.1526555087669536,0.022358767685102882,0.2013126374926384,0.909656489821993,0.7056999104671204,0.9302413916878661,1.4226704015548597,1.1589360728775424
210.0,0.730833188914318,0.023165617079639884,0.23955856081242746,0.8821677809513722,0.7561981910203031,1.1296835762553368,1.282798223991079,1.1845498727301547
220.0,1.0366126225492203,0.02096986981716608,0.25932580483146556,0.7798753426098203,0.7949821919614138,1.1695464558055435,1.4972914947331164,1.2294006407931575
230.0,1.1062482298232788,0.020717037414474324,0.3279628981906835,0.714552815436848,0.7646828484274583,1.2462386519062312,1.3345295974307403,1.144357127944109
240.0,1.1122161018724341,0.021535306590359817,0.3382640283065597,0.6559959318061168,0.7877970422245638,1.266941912230952,1.3480809440664128,1.107891977878529
250.0,1.1567804641175594,0.02238224989825666,0.3831687655916519,0.592533474119044,0.7719315717037651,1.2606428389459159,1.4336168891771002,1.1097013398103188
260.0,1.0786757262749558,0.022837614992369637,0.34717814299669214,0.49546126895417175,0.7686662517325251,1.2070952786757183,1.4516382647509336,0.7924197401418279
270.0,0.8719943680866279,0.020330348343283507,0.41751408506315196,0.437221743160312,0.6970767395918822,1.3147896877039167,1.474718502582659,0.8887757599890155
280.0,0.7541289410317046,0.021777861652715787,0.448030814244632,0.4214423789803868,0.7635756858093472,1.388005364935714,1.3048129412565082,0.7753156267799547
