time,P2,P3,P8
0.0,0.0,0.0,0.0
10.0,0.4976420119486924,0.016430658405710813,0.017596500612817055
20.0,0.9774043968058022,0.03981210673804347,0.0355108602578502
30.0,1.3954819481873937,0.08141782534982168,0.05113084485015821
40.0,1.7598051120512754,0.14384925049967817,0.06474899211863916
50.0,2.077285367203009,0.21369680181106473,0.0766218572184935
60.0,2.3539455480618723,0.27270069332153773,0.08697311590969449
70.0,2.595034101977292,0.3108827444938039,0.0959977770496466
80.0,2.8051246567356554,0.32769414855036827,0.10386585656056654
90.0,2.9882027849597717,0.3274531640774021,0.11072558064398659
100.0,3.147741613660363,0.31562575715478475,0.1167061785414625
110.0,3.2867677120103975,0.29703076386380206,0.12192031734733315
120.0,3.4079185068868,0.2752898712937215,0.1264662247115688
130.0,3.513492318702189,0.25285879034639774,0.1304295395490492
140.0,3.605491960953829,0.23126020938603645,0.13388492542039995
150.0,3.6856627346041955,0.21134292494243637,0.13689747714034978
160.0,3.7555255382922663,0.1935017833745739,0.13952394713318206
170.0,3.816405720840556,0.17784347960077154,0.14181381458686518
180.0,3.869458219712939,0.16430312592142393,0.14381021741770666
190.0,3.915689485617479,0.15272250721742794,0.14555076546872292
200.0,3.955976560043859,0.14290006114378712,0.14706824844853172
210.0,3.9910837126816774,0.13462177532910513,0.1483912536129089
220.0,4.02167693194986,0.12767918135692655,0.14954470399911057
230.0,4.048336617944837,0.12187927742740909,0.15055033010865107
240.0,4.071568549204402,0.11704879808998363,0.15142707765351685
250.0,4.091813434598432,0.11303531986435877,0.15219146286791277
260.0,4.109455327144656,0.10970701473180648,0.1528578856188466
270.0,4.1248289174487685,0.10695115300321578,0.15343890096376214
280.0,4.138225846147029,0.10467205512593836,0.1539454543023918
290.0,4.149900264697908,0.10278907233946655,0.15438708861600556
300.0,4.160073627728702,0.10123457698390523,0.15477212316291966
310.0,4.1689388982342015,0.09995206550505875,0.1551078103518551
320.0,4.176664280147097,0.09889445832846804,0.15540047504099255
330.0,4.183396387582866,0.09802262585703339,0.1556556328846361
340.0,4.189262952229994,0.09730412672740575,0.15587809149144854
350.0,4.194375241201141,0.09671211356478761,0.15607204079514114
360.0,4.198830214173895,0.09622438817675293,0.15624113370843784
370.0,4.202712385680945,0.09582260826265526,0.1563885557907733
380.0,4.206095413178877,0.09549163249493693,0.15651708469503342
390.0,4.209043476570219,0.09521897498205409,0.1566291418334182
400.0,4.2116124966587725,0.09499434577835839,0.15672683802777151
410.0,4.213851205356358,0.09480926631794435,0.15681201362231026
420.0,4.215802073094193,0.09465675192201176,0.15688627326277294
430.0,4.217502110744855,0.09453105078683294,0.15695101598619565
440.0,4.218983568782208,0.09442742812072943,0.1570074614671703
450.0,4.220274549904169,0.0943419868349406,0.15705667302514748
460.0,4.221399543984209,0.09427151917646061,0.15709957772396943
