time,P2,P7,P8
0.0,0.0,0.0,0.0
10.0,0.51974023563388,0.010908948829893848,0.017395426547765262
20.0,0.9065813796012413,0.02119781144970196,0.04621159336155658
30.0,1.3038941373132598,0.03077238117377707,0.15357211731305317
40.0,1.809688666731884,0.041255325909511115,0.4154495915375104
50.0,2.071962114675196,0.04839188659638839,0.715182631951772
60.0,2.4068354641240086,0.0703144999102964,1.234020415143495
70.0,2.740868098324616,0.16904527353418192,1.9710186151191984
80.0,2.843762161781501,0.5911258436953464,2.574161015758305
90.0,2.870454515926809,1.1569903698111754,2.958040823009641
100.0,3.1157227510351526,1.6334954383202345,3.498761608978054
110.0,3.122268553586478,2.3858772167900426,4.057439977337335
120.0,2.4628434774344985,3.0259841827091383,4.653167143873739
130.0,2.3415595862163388,3.288012795625555,4.925078982703139
140.0,2.2522762300430212,3.776476461181839,5.329456314117138
150.0,1.7536111036611932,4.188302015403594,5.681506236387934
160.0,1.5221793121759013,4.280328986565343,5.97592910220176
170.0,1.4588771792308473,4.410696356956434,6.009797858026505
180.0,1.268820500008029,4.763140467857121,5.965676849546152
190.0,1.189250985480752,4.856964198975765,6.334962643355937
200.0,0.9972213178456231,5.366018572126684,6.816171002962805
210.0,0.9797136643081905,5.127630117890452,6.647639738308181
220.0,0.7725784047640423,5.184981669315925,7.009857595434879
230.0,0.701792657553375,6.056036002524792,5.994848900529769
240.0,0.612450968631415,5.59713273122798,7.664836075454839
250.0,0.5989608871148997,5.596247320862044,7.672250460487762
260.0,0.5827696601654629,5.479214824502396,7.153096226172668
270.0,0.524457718055767,5.996861543360241,6.915018360676192
280.0,0.4336091849078181,5.540054342004138,7.053266074348163
290.0,0.44619944064017547,5.367167779093376,6.589473773115404
300.0,0.4035997089305519,5.8153505255080225,6.220353494986028
310.0,0.35293151286371516,5.690484006131151,5.951956824852813
320.0,0.29073548460139564,6.372211189097356,5.920412006964449
330.0,0.3004126617123989,5.911331060939208,4.858995917809734
340.0,0.28260969565987726,5.860245378575368,4.48936434923421
350.0,0.2776202703805302,5.771640470423682,3.922230469488941
360.0,0.25866373836412476,5.6103120388796945,3.912747688034701
370.0,0.23440206924106646,5.950345415593972,3.174744673401156
380.0,0.2266758527948293,6.023761860802147,3.0255559940522883
390.0,0.21868926210622427,5.750101177858053,2.6092437762422773
400.0,0.18690273786883638,5.409708701906434,2.318683261167726
