time,P1,P2
0.0,0.0,0.0
10.0,0.01175050559964321,0.5536188496819584
20.0,0.023653663852845935,1.1802245991252378
30.0,0.03277578460592524,1.6811227606501076
40.0,0.04160302983748931,2.180343876143966
50.0,0.04824203160955203,2.3967540407500234
60.0,0.05560209598074377,2.9526253992980127
70.0,0.06230893888747095,3.138212736598196
80.0,0.06477230240159611,3.08068465426682
90.0,0.06513058209622814,3.9047258528454996
100.0,0.06444460499947746,3.8104834923225104
110.0,0.08185176333352397,3.570327952862357
120.0,0.07038624744643998,2.978745191824735
130.0,0.0767335900481061,3.038652878952081
140.0,0.07880255861361399,2.4869956494914067
150.0,0.08131599945781429,2.246907713792074
160.0,0.08137202808246423,2.130469393644988
170.0,0.07770877493218137,1.7620668148154903
180.0,0.0816847780072971,1.704297006255051
190.0,0.08271678003772223,1.1840982083521574
200.0,0.08586451611499028,1.2151588772576007
210.0,0.08655676816172106,1.1011016427286917
220.0,0.10285079076722162,0.9068603085341357
230.0,0.33955381390400374,0.9581610813393096
240.0,0.78381067552903,0.7868453572166709
250.0,1.1736764467911553,0.6836698982781805
260.0,1.6995217203014303,0.634397934477543
270.0,1.8729590981721869,0.6180021393797923
280.0,1.9736518138499768,0.519833556649009
290.0,2.4242223906919818,0.467513190513395
300.0,2.437276750302832,0.4580286938472052
310.0,2.408110675470434,0.3735510175580045
320.0,2.313296585079682,0.34234392086344967
330.0,2.108203845349273,0.32491907751255317
340.0,1.9270371702159053,0.2881147811209832
350.0,1.8985126669128463,0.2770928814147869
360.0,1.669021732493061,0.2622370306609537
370.0,1.720989917376066,0.239931272273753
380.0,1.50183638366241,0.2378863510734265
390.0,1.2669525782108262,0.20879869121232578
400.0,1.24622671412581,0.22352211832997676
410.0,1.1615626212933596,0.21031432822061558
420.0,1.0917555704270039,0.21728966764965962
430.0,0.9402323971647676,0.1880535559083792
440.0,0.8124528472229412,0.1998205688460304
450.0,0.7564981975211953,0.20435856955906095
460.0,0.6841073430961895,0.20328891833181092
470.0,0.6655517039809647,0.22660714333840568
480.0,0.6239409679696885,0.25666595034614104
490.0,0.6038528855356518,0.3548280906889187
500.0,0.5735215590943121,0.5249298680026669
510.0,0.5322108141072843,0.8147062476208072
520.0,0.4957069842825202,1.1823336298059026
530.0,0.5018227984033758,1.74840931167076
540.0,0.43817972038372865,2.2092885844747827
550.0,0.41274460603504654,2.4151775035532212
560.0,0.4517869571662688,2.7256090197439815
570.0,0.48627856865409813,2.929037257703869
580.0,0.5659745937889548,3.251883328173186
590.0,0.7649217745587711,3.43184957343529
600.0,0.9880215104802195,3.5534759049943028
610.0,1.3408378623528523,3.994297779982391
620.0,1.610526365694271,4.278905455007417
630.0,2.137671506711311,3.8751604086983154
640.0,2.3403703540997784,4.16852440976726
650.0,2.3668692855992575,4.571756466851343
660.0,2.486446392262242,4.733772435603791
670.0,2.9805523330056993,4.696311558955927
680.0,3.286552687602314,4.86909004011436
690.0,3.141495769743734,4.7691934669959455
700.0,3.2699697745603826,5.086162985948252
710.0,3.4943160026795885,4.74162047854367
720.0,3.5758316663429426,5.05862667461761
730.0,3.565784592174156,5.367585399767874
740.0,3.688224219663825,4.691677445489452
750.0,3.3756470866278234,4.8866554573660625
760.0,3.5870257349857244,4.859320561690433
770.0,3.698755108325593,4.4480340485362495
780.0,3.877031630420167,4.564326840250592
790.0,3.7690367525937543,5.259434835997036
800.0,4.273643205901509,5.413344351636147
810.0,3.4788313083270115,4.538484700506005
820.0,3.461618744395917,5.403682736168191
830.0,3.9417816613174645,5.0116919647302565
840.0,3.8272538801193305,4.9992628839828965
850.0,3.8790393928602116,4.699909943303035
860.0,3.81427998384006,5.06996981922937
870.0,3.760366248495131,5.0107583137528495
880.0,4.0336599983212915,5.400649684228952
890.0,3.6868380761417145,5.0361022837286376
900.0,3.795872049480875,5.476086991458667
910.0,3.7598746248549664,4.8844863523302795
920.0,4.110510409690276,5.237043421903494
930.0,4.067502471398763,4.788181561964246
940.0,4.337012834541547,4.820441320589485
950.0,4.095822973963343,4.950576832728546
960.0,4.017055128583751,5.128954093614967
970.0,3.8437580538701606,5.0413872674139
980.0,3.7125857739881187,4.827718401952067
990.0,3.7733428679944088,5.121511839900034
1000.0,3.6114582504016344,5.678292546166232
1010.0,3.8296524843160955,5.343825342648634
1020.0,3.733496522122372,5.275854035042248
1030.0,3.914228537628094,4.837177581904247
1040.0,3.7367378488746645,5.175930770115812
1050.0,3.8358876555855135,4.888291459554136
1060.0,3.7251011043213884,5.063758657141528
1070.0,3.730888700110593,5.076943516685093
1080.0,3.9387171378520462,4.893612416872763
1090.0,3.983315679445333,5.184928301358326
1100.0,3.5805136685484884,5.148803888547316
1110.0,4.069100640355294,5.628149437561595
1120.0,3.9554630453778734,5.188160545843966
1130.0,4.001633032691224,5.151212682893765
1140.0,3.7289292305475947,4.7350385621018285
1150.0,3.577173868424059,5.137052797927969
1160.0,3.8034160587853165,5.229606555828672
1170.0,3.7867882203413923,5.164880975127429
1180.0,4.283040275084572,5.629639692052697
1190.0,3.7892193344230907,5.187789337188488
1200.0,3.7807620134257283,4.815776502487363
