time,P2,P7,P8
0.0,0.0,0.0,0.0
10.0,0.4656319758557181,0.011777943941988814,0.020644270638530877
20.0,0.9892070282826058,0.022178574026340166,0.05487118558857633
30.0,1.3966538589998732,0.029141742804988317,0.1620295724221052
40.0,1.8111534735148107,0.03881338708110288,0.3738215347871523
50.0,2.1348213266798823,0.044648754467975,0.747810682897077
60.0,2.2888556715815325,0.07167834914246383,1.1148508354439668
70.0,2.731421442162996,0.17730895043872255,1.7175329130847001
80.0,2.747389304650354,0.5454685147516677,2.375195082509119
90.0,3.213442091607712,0.9272556688410558,2.9563262340522782
100.0,3.212356114341675,1.6346816971750897,3.2800911326900164
110.0,3.1247167081651064,2.3218308926309783,3.8928038557878377
120.0,2.665046410655262,2.9909449213621957,4.3359330227504564
130.0,2.340479419177622,3.4408243963123537,4.695747281169468
140.0,2.1961305111149745,3.4435977282119694,5.471963692145412
150.0,2.144670145069142,4.028456101863536,5.1047457510927075
160.0,1.6315905846573915,4.547954326454118,5.575534482749053
170.0,1.4375274616250953,4.571393684509704,6.045077844227293
180.0,1.28044091607859,4.46682901091676,6.222156230426548
190.0,1.0674325630160704,5.287589797861911,6.646644265179352
200.0,1.0824257591531494,5.242271190642251,6.62171081785676
210.0,0.8892503571287709,5.055840671431297,7.005521057342784
220.0,0.8147473431422656,5.650510119493088,7.356989276138232
230.0,0.7730820208441779,5.460836112066441,7.705893452649739
240.0,0.6563569507762246,6.015328573623282,7.598936146801668
250.0,0.5407966412580729,5.233644038321214,7.181739073588591
260.0,0.4938666611272409,5.975375743747674,7.424008014194577
270.0,0.5063114806600214,5.207748724109795,7.312284348198375
280.0,0.4180479844925306,6.24219255204008,6.7563956321516185
290.0,0.37339249359466775,6.013541926512078,6.276906951795058
300.0,0.35468664235552333,5.610928212139369,6.29013656445748
310.0,0.3271969057607411,6.038362649326607,5.620049830691445
320.0,0.3339806333512231,6.020483379581468,5.294038115502769
330.0,0.3159463017840818,6.03152798848949,5.195315313460244
340.0,0.2632011872545188,5.95393469367563,4.615691175729836
350.0,0.2583974813210696,5.373540930491694,4.060350453598708
360.0,0.255203048753386,5.537364616636448,3.5882527265116333
370.0,0.23624507300829353,5.561333873704226,3.2608699156618957
380.0,0.21473318500341282,5.521629157945506,2.9269232942506878
390.0,0.2259019966920223,5.460116241293236,2.8419040217003104
400.0,0.21281042320303878,5.194142934591311,2.682445695672023
410.0,0.21016626641934544,5.113516596692669,2.1648928576181974
420.0,0.1999521420957306,4.773714320762087,1.8949125062948762
430.0,0.1919438192540035,4.129132645790963,1.843132893128049
440.0,0.19610466592359288,3.7154632392901843,1.6007778187119734
450.0,0.19618522917769526,3.2065520457254597,1.5522123605796723
460.0,0.24311144388188968,2.6282069955135143,1.2110463782693925
470.0,0.291271561603533,2.416722911337746,1.1401369236855246
480.0,0.47351882380171817,2.153956820151165,1.0730603204949067
490.0,0.7033952893736087,1.6657808834158079,1.010246206930525
500.0,1.0854351396814683,1.4880107566323264,0.9690552227415498
510.0,1.4387721991394795,1.2799781444827214,0.7574063759007779
520.0,1.7667721157713054,1.0217699710572035,0.780257112891495
530.0,1.9160228107279247,0.9845882582082465,0.6542244840408252
540.0,2.3721983532185558,0.8055177211021921,0.6206483916695494
550.0,2.444390521293024,0.7040540655396944,0.5320216035540244
560.0,2.773489949001331,0.6045419026438005,0.5358400204624914
570.0,2.759425207495114,0.5200740253993392,0.5275690702294235
580.0,3.255831918909581,0.4419547820964977,0.45383196726787967
590.0,3.4848188536486617,0.4171811690792755,0.4653976271250385
600.0,3.111403426002995,0.3432129392322286,0.4533013298686966
610.0,3.2373466391586994,0.31748078634559135,0.42447973271297185
620.0,3.91541719543853,0.28149160965953446,0.5132704335711018
630.0,3.834632487434933,0.2645878581019691,0.5538432014016144
640.0,3.824413494669002,0.21855448996601262,0.6747006872218598
650.0,3.7873333927869237,0.18524064029057627,0.7976701202858237
660.0,3.706247794142395,0.19779180110047936,0.9289689820416291
670.0,3.631320239927963,0.18207226186988054,1.0435773284426662
680.0,3.8412221011017156,0.1893363926335915,1.0477894931737215
690.0,4.4597405630294755,0.17318720556214853,1.0579471328100087
700.0,3.799047265398022,0.18278693432716372,1.09827028181538
710.0,3.705363521429971,0.18142188830036815,1.0685345617708788
720.0,3.9179119168574963,0.18193520409791697,1.0417695019923932
730.0,4.321012581005167,0.18692753733681694,1.0026371725349095
740.0,4.119112389926811,0.191603546167486,1.0400270254384196
750.0,4.3503163203269315,0.17523484941483203,0.9800755306707233
760.0,4.059441864825938,0.18864806004022847,0.9127949050276843
770.0,4.103906027953797,0.18201017440216605,0.9023915741684447
780.0,4.097672607808653,0.16715798361288361,0.8075531811367799
790.0,3.9043370690830876,0.14567470194726323,0.6699485820631577
800.0,4.201590823488676,0.16041245202462934,0.6961587954463767
810.0,4.412943079893661,0.13220794319967463,0.745942318558962
820.0,3.8191120510093475,0.12327736365495653,0.6208983607563039
830.0,4.428690717818611,0.12068969858357034,0.5102505176740849
840.0,4.2788337751803915,0.11366319698295252,0.5640987307973749
850.0,3.971880884183217,0.11918793357454056,0.508449320166601
860.0,4.041042044908557,0.10762912638475662,0.48047955583011354
870.0,4.143337178246233,0.09636799591247523,0.49081667573080023
880.0,4.589183780526374,0.09974514440251818,0.42177869435189697
890.0,4.157053499964241,0.09407996617213532,0.4182500928215602
900.0,3.785344862371219,0.09085106322492785,0.40532494417744613
910.0,4.545876338604216,0.08937765139839202,0.38452509357150033
920.0,4.043777547753345,0.09033158658086864,0.37321071628012514
930.0,3.989310000350564,0.09155673211898571,0.3587880475759784
940.0,4.330543461831279,0.084058821561222,0.3199091594140683
950.0,3.999904570403229,0.09193038501015961,0.3649786501583889
960.0,4.345864596672578,0.08558769120595605,0.3153304410767692
970.0,4.481390216463604,0.07873688011772935,0.35448062712991935
980.0,4.363351674711194,0.08421370997801428,0.3022207534812601
990.0,4.353452244454558,0.08015124766602662,0.32262120965162455
1000.0,4.573681843485369,0.08606322766247991,0.3120815538678375
1010.0,4.491678767758021,0.08454637741608852,0.3075573273775804
1020.0,4.371521686492304,0.09066033710685065,0.2951865981974332
1030.0,4.492585032235975,0.08608290658551149,0.28088071686592775
1040.0,4.166616224024843,0.07806471573051761,0.29735668525954234
1050.0,4.306330147158193,0.08477509039646405,0.2919321996614892
1060.0,4.201807314267731,0.08827603475372657,0.25573672433049977
1070.0,4.239612440042227,0.08326324539631545,0.2597222650273674
1080.0,4.044115192537948,0.08087866791159534,0.25882570986035597
1090.0,4.407728965220647,0.0785165906791064,0.28511336323366754
1100.0,3.7710338264110237,0.08322556227581672,0.2763865852464159
1110.0,4.394293345787594,0.08868176359333678,0.2722637970673047
1120.0,4.261514418541093,0.08283609767181524,0.27625387422035314
1130.0,4.218686768435483,0.08031695022940862,0.2753304828706043
1140.0,4.4099380449227725,0.08431870138842415,0.2611387173283872
1150.0,4.428875880094932,0.08412470403645234,0.2786303529108621
1160.0,4.247020812967318,0.07800395577921966,0.27742707405714323
1170.0,4.360141332173188,0.08127849134337875,0.28288615922866067
1180.0,4.25488626669349,0.07892774903490914,0.27061637505851016
1190.0,4.429090314802354,0.0853179424187093,0.2564794691937613
1200.0,4.22529625658329,0.07756232896185361,0.26274279542362466
