time,mRNA1,mRNA2,mRNA3,mRNA4,mRNA5,mRNA6,mRNA7,mRNA8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0368395087673154,1.0445995630574036,1.3483434994699603,0.029153893524279127,0.022470510552793695,0.03917257836868062,0.041699126105667686,0.8917443539570974
10.0,0.03598408127162336,0.9751086888073516,1.5239741807461222,0.031918288069031166,0.023785697322689023,0.03928543482134688,0.049595704581990106,0.9770679416191262
15.0,0.03583636038208094,0.9283507687803759,1.3049558025804537,0.031558624557443155,0.022787609984516333,0.04967081967790981,0.12187995803596553,0.7285953067378226
20.0,0.03323225142475498,0.9555886943610715,1.3352654843491936,0.031049589115087973,0.023955937896500988,0.07505134981854418,0.3705783936552686,0.6467751307555821
25.0,0.035524500325234354,1.0133695828953302,1.5146682184200102,0.031130722027185906,0.02197913683555501,0.14415806843986143,0.6977351877287449,0.48662821804864553
30.0,0.039624634773031076,1.08294601662739,1.463656959705429,0.029897788596153177,0.023458791430926742,0.23550271686161692,1.1047810533935947,0.2705295900968267
35.0,0.050359407218023435,0.9327796054435853,1.4780082629339037,0.030558337352469395,0.020085164456347292,0.3958882662412034,1.2803603476392158,0.16283430041129723
40.0,0.11732933618750369,0.945735929577085,1.449901274544933,0.03578867343701975,0.021210245081805683,0.5551181711958362,1.3722851398008653,0.10402973821862524
45.0,0.3237443836290559,0.6845859571662861,1.4034860522327348,0.03798708430565718,0.022588313732060702,0.6138743441542682,1.5683364909054007,0.07427744300290907
50.0,0.6237927127314035,0.3197395499424886,1.485690719254028,0.04888619514102067,0.02102541169637708,0.6390201924162163,1.5379854242656308,0.052836117960560466
55.0,1.037854066797766,0.13750818405175533,1.5083313859129392,0.08011827407261594,0.02293414437829698,0.5390892482163565,1.696711429974137,0.0417652686527586
60.0,1.351392652518358,0.07332373123626244,1.4492446141730144,0.11016426959208296,0.13378033979471568,0.48824618146146676,1.5883828084160767,0.03025034407511896
65.0,1.3422128268480726,0.04161058848371745,1.4316044071104073,0.1288509613795538,0.9863935002721557,0.3530195639121548,1.794084448104104,0.02658694304109508
70.0,1.9676749745550912,0.031441598973961093,1.3551185204588974,0.09304891095346061,1.5152192840488687,0.23576659896734006,1.5233418360463522,0.02186275282599204
75.0,1.766204281781893,0.02633543655137173,1.4493284216465507,0.05799869515977408,1.5046926468700559,0.17544226196005874,1.7309103912232595,0.01679237061524858
80.0,2.041181874808101,0.026541039660098933,1.2815319483214804,0.04275652909022148,1.4023013911374391,0.11507638174706832,1.8867202901231703,0.017657224253709254
85.0,2.0041251205464063,0.02619665885066212,1.4221130997278741,0.037677760093562086,1.5016030070358906,0.08758439527487968,1.6671704087365433,0.016424691397175315
90.0,1.9235998020044736,0.027131428980380644,1.3719872354984093,0.03529253578489933,1.5146089106796126,0.06961178124361027,1.6784398458160619,0.014628323094009021
95.0,2.179644884514675,0.026094909088093247,1.4773792426263914,0.032770143862375464,1.4742584203867948,0.05377016536426351,1.7236057501422182,0.015190374069569893
100.0,2.2264793682237793,0.026761920454071397,1.469057356928697,0.0336266847387723,1.501473057547299,0.04855282467381958,1.6361456754798127,0.013532265887075635
105.0,2.126616354192766,0.02715768644217225,1.5078575551005706,0.03420952980193122,1.5057896358487917,0.04780015936871752,1.7672899477747501,0.013338611846940261
110.0,2.0668930081340475,0.026530119148194777,1.4727025278975565,0.03172956219422885,1.4454623103285043,0.04132612298211575,1.7990223571348127,0.01383712496337146
115.0,2.2170427543273803,0.02405019025647859,1.446065620591209,0.02866442171997695,1.5617966217937171,0.04035705041517724,1.668488219680778,0.013252072205138275
120.0,2.4072640080001184,0.029338612212122916,1.5945966432552576,0.034008857664688676,1.5393591621130915,0.04237621348333498,1.7097969371795436,0.01076890773924535
125.0,2.091523937171397,0.026006352750370505,1.386265583578477,0.03198276140197728,1.5102281695400017,0.03835609610651494,1.7197229258170947,0.01269853386276166
130.0,2.2247218843146714,0.02852016684189606,1.411528638803079,0.03159164891381336,1.5299725770698174,0.04273235705358515,1.6895726417362724,0.011551776858853037
135.0,2.2918329042886505,0.028103415620065183,1.5341079060279903,0.03266141763831796,1.5247871951907117,0.042549810725344334,1.7857434790857616,0.010997426401449264
140.0,2.237847346641592,0.028370591697940047,1.5302259975745454,0.032606948618973466,1.4363991546787667,0.03571580276741044,1.785608371947287,0.011134258855773923
145.0,2.3397669914223487,0.029819503179322793,1.5291493175310722,0.03533703472561082,1.6433230831179895,0.04138365671898338,1.6668176383553719,0.011365202099191282
150.0,2.1940608346439814,0.028530769673061403,1.3724093379762408,0.03273270023304323,1.4289055603104637,0.037282267891943346,1.5726537823406639,0.011539691245253194
155.0,2.073508678000465,0.027456342545362014,1.3930476910583127,0.033352579421337236,1.483127966233427,0.04051981005404499,1.8595364594667576,0.010770280152478776
160.0,2.124478260243003,0.02856580647548412,1.5123973042421188,0.03647556351641895,1.5097269385369434,0.04091677526431184,1.7866039972934251,0.010478645324690401
165.0,2.1747016662967726,0.02687839771844456,1.3381503773731502,0.03301952619010168,1.4881254633920136,0.0404304092581202,1.592993195963812,0.011046661463501719
170.0,2.019869795799742,0.02617487035337706,1.4111941196995257,0.03177814656450557,1.416770272804412,0.03873110828793991,1.6619418129959993,0.01166412484134461
175.0,1.9463237812157175,0.028006286484055728,1.390827785551758,0.03136001185191932,1.4482341809146686,0.03912313411426734,1.6210341424697394,0.010865986783782906
180.0,2.3603906425122028,0.02744265023038184,1.4560921185235194,0.033765862182423854,1.5433386896031036,0.041164976868331114,1.6813522341691967,0.011260283093481484
185.0,2.2011509941870475,0.02752091435653575,1.415756383060279,0.03235150217516764,1.4790388708022042,0.04696295925269004,1.7924210518000483,0.011471194901921125
190.0,2.1537083640966586,0.027330718787287055,1.4688906491199676,0.035698143865195965,1.5548920855237365,0.040476041475166306,1.754647868873057,0.012090285952656748
195.0,2.147659745875885,0.02514815868125708,1.5543641273716242,0.03322077442459247,1.556435868237772,0.041617811026420835,1.6246424235083705,0.011240640622879236
200.0,2.1542235619409804,0.025296666488535305,1.3638736599935144,0.0335438316616676,1.416288524769219,0.040848413658927274,1.7244091686143992,0.010929418404090459
