GENE	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9
bgr_hypABCDE	0.6352427125782707	0.709877759050249	0.8262527897138235	0.6368486493320028	0.7665866400758158	0.8572150795900513	0.7324865129837369	0.8768406968433019	0.6975685730904321	0.541770844211936
bgr_fhlA	0.2856666746924257	0.3230468252445244	0.36686924946248217	0.25235324341235604	0.3580705404114567	0.3074431594869344	0.2592034700315318	0.33531140598273984	0.3357471373572752	0.23648032422376258
bgr_ompR_envZ	0.32825985392880025	0.3488116361018625	0.3433758043617442	0.4296853700923679	0.36847538413191655	0.3429772633233359	0.38835151842022614	0.4673145430955871	0.42450256797828334	0.28709865005215773
bgr_osmC	0.8351301585281312	0.6537369703332095	0.7218500321094112	0.5987951796418407	0.6500001940077019	0.5995574354956649	0.6430158334859204	0.5455759075086308	0.6487847061026315	0.8271529753509728
bgr_lrp	0.13923435543863183	0.12185426670975957	0.15047275463287996	0.11744245062536363	0.12554593936158176	0.15046303733237668	0.12039487726763583	0.1385714032266025	0.11765983000243621	0.1253832611971517
bgr_hns	0.8774968901772476	0.8364297497195413	0.9590076897907129	0.8732311048282779	0.7487855260429367	0.8284479591191574	0.8207392860558873	0.7953766770585404	0.9385814213742745	0.723045525491962
bgr_acs	0.573749544170633	0.7456650309082189	0.6190121129296063	0.7346842421677002	0.7686842524681546	0.898299003697921	0.8846449838978078	0.7242299970280691	0.8225282024018477	0.8237474937391132
bgr_alkA	0.5635361338321326	0.6661273160338802	0.6166739319755292	0.6847799707819252	0.6152030031149429	0.842363053247287	0.8374352397541155	0.659259647615598	0.7631549240755165	0.6720819067105784
bgr_csgDEFG	0.40412474829595435	0.2671371276196428	0.33532571603635264	0.4154168913900775	0.3870039666666542	0.41762998487774755	0.39798671709509276	0.4775249208497548	0.40222429580362695	0.30289542128813607
bgr_ybiS	0.563472513794315	0.6315300413800041	0.5346575026749488	0.5047722137554986	0.729636031820883	0.6972920959192493	0.5603798633165015	0.778790921028875	0.6086101587693566	0.5725896656362285
bgr_rpoN	0.10980076329241718	0.13253378487244125	0.14400802089372589	0.13084291200053372	0.12888913244848726	0.1297617255113668	0.12590452183233974	0.1351479271022327	0.10509561688536845	0.1279378799806964
bgr_entCEBA	0.2283972351272283	0.14058170868972497	0.23375766621177788	0.1737955358991717	0.20851270737045755	0.18962512551841043	0.2297088073870058	0.31963144260677856	0.25589250309669337	0.20492991697879784
bgr_gltBDF	0.25869847422049697	0.25702331884304	0.2399574084992257	0.28037226715938596	0.22695055097741984	0.2564490896763633	0.22181845313131676	0.22672575260430414	0.2443123218038776	0.18644276683679653
bgr_tdcABCDEFG	0.8679359604752435	0.672525114732311	0.7445932396030844	0.7003537794793793	0.8912669675459204	0.729003005273336	0.7893417362918925	0.6944297835410644	0.8587461334134536	0.6552434600242613
bgr_tdcAR	0.7612143567908218	0.7556446648887405	0.7997192971471142	0.8120399008202672	0.8772319087641369	0.7968241218277511	0.7367877648539318	0.893756838864358	0.6780579050736021	0.8292134596166298
bgr_lysR	0.3667357516580737	0.4649798668484855	0.4769806925455255	0.4767005895404901	0.4487326674607038	0.4338549661326835	0.4205618730831557	0.4758068288082172	0.5383981655563246	0.36667419209987623
bgr_fumA	0.11313965305264927	0.06403978087210645	0.09282572301319694	0.04182982167811554	0.040968788881628665	0.04805774782793743	0.22486611213929772	0.03908706415370791	0.11673778152260958	0.16868597275390115
bgr_livKHMGF	0.6343714020549802	0.6657274795121757	0.664479607388478	0.6955331608462867	0.6355387098529416	0.8200596435788947	0.7398630741067979	0.6938888403906439	0.656141490307192	0.6850079370395107
bgr_gltA	0.25345490691718137	0.23925994549930077	0.22169078382757232	0.2700168226682789	0.2867089535890741	0.3092031702982074	0.3134527911526649	0.20760580184658448	0.29203957310747203	0.23705829382257834
bgr_cydAB	0.5659683364489588	0.5078503594387482	0.359292810270519	0.46939867838930704	0.43836064406010056	0.6330926969653878	0.37438507541712523	0.5614654635864212	0.46004624855950615	0.5477406986122556
bgr_dctA	0.1124041742589322	0.12396024494428144	0.09426338690194995	0.12957613684059927	0.10195384645770941	0.13851968720282148	0.10371353858707953	0.09775474083293458	0.12399104128147678	0.12257152582771996
bgr_sdhCDAB_b0725_sucABCD	0.15300535726038714	0.15216436962315238	0.15823005976641835	0.11107837187088014	0.1612911262517969	0.14196416890709698	0.13040795776388076	0.14624658083035055	0.15865937738217503	0.111577241786203
bgr_fadBA	0.07265864125718606	0.036792983091670256	0.054588833333238745	0.02383882889663844	0.023354437093812908	0.04786604195768694	0.09127433998384529	0.023972555235580596	0.054221115135995604	0.07310601512563866
bgr_csgBA	0.47278969983857816	0.4951380655486922	0.6255892161966576	0.527114142208491	0.7317537695746767	0.768268062504458	0.5970753113842115	0.5716534049753398	0.689781441952557	0.3370273079218016
bgr_kbl_tdh	0.7623355962389596	0.5898813287958661	0.725429523232634	0.7738103044730672	0.6616811233961547	0.7800815488752142	0.8869772270631469	0.6414119283993167	0.669668422718499	0.6627601800185735
bgr_tonB	0.22439496348957685	0.12976539233603443	0.21193178181019867	0.08229629924970094	0.19865120128405336	0.14739213685951516	0.15340788934127444	0.23636227578774116	0.2702242997657591	0.14342507167627425
bgr_glpFK	0.5441858571885861	0.48262747047120197	0.5160013568151389	0.5151616634854526	0.4379355225549589	0.47618727444641584	0.535843971544135	0.5020161446694399	0.47209443224521674	0.438521509136437
bgr_cspA	0.8195463697228405	0.8778624407259961	0.7535211914200602	0.7072263364718785	0.856255479655066	0.7481977564995275	0.8118454918789444	0.7646442354272363	0.711415617960131	0.9123794704869597
bgr_ecpD_htrE	0.9054308764210185	0.9014908415926918	0.9072818099895598	0.9476218353356601	0.9458037409333699	0.9041313994338015	0.9349547323944256	0.9522254570279963	0.9639314034215818	0.9209869876548772
bgr_yhfA	0.5763663666131623	0.4485884054478313	0.5334848280210078	0.507655392794457	0.6440403118984178	0.48280996460329145	0.6144598502906407	0.7041971134183138	0.5390193567350064	0.4926319755593317
bgr_cyaA	0.4576242443344123	0.47806961249403884	0.48342402981344734	0.43590723908048756	0.464021714445885	0.44235387645788304	0.44138373669385983	0.43265769129465353	0.42991007354257244	0.4949629533740008
bgr_ompF	0.5952178505804049	0.4622151773078	0.655789542443763	0.5855649989819424	0.5336237558424833	0.5229646121030456	0.6146929067314509	0.5378509554181122	0.5712966890764898	0.5170983556122496
bgr_appCBA	0.858832750955548	0.9435771797470224	0.9139747941569829	0.8766619794204945	0.767300590012928	0.9502603626878245	0.8795509112078866	0.9091602328199893	0.8902269404634017	0.8557544263111969
bgr_ompC	0.2464901954017228	0.18560877483848412	0.18502409173440626	0.21466298684164645	0.21666426013583834	0.22643602046747768	0.2236044369295327	0.2147428950888175	0.2153865008027651	0.22424220010367343
bgr_evgA	0.45603531707910555	0.4597450774374858	0.3743587055375869	0.42461738349336947	0.4345320129159754	0.4278510751351809	0.49058407594709713	0.4982719904422027	0.4498034951583965	0.48264791757656184
bgr_focA_pflB	0.7995104375040951	0.9227007779916675	0.7755069568929878	0.9068822437330866	0.888906948436015	0.7794913124264966	0.5323227684490868	0.8036347843526146	0.7339141493915264	0.6557305745531281
bgr_proP	0.6780798936013963	0.6764172997152325	0.6442490289425173	0.7381170993310044	0.5612437102263763	0.7472112056942362	0.544453355396296	0.6224309180587633	0.5810007138173358	0.5281353964460945
bgr_fdhF	0.23386246220787849	0.2542644986624629	0.39222365074039905	0.36558090693880296	0.31654782288798977	0.40557301911449234	0.22499804019623193	0.3512999253389634	0.30599294317477976	0.2944367171876413
bgr_malT	0.21159053064359434	0.18466714232386067	0.2337705826713428	0.2569189162962664	0.18652735716194815	0.2360196858684162	0.2129385583300405	0.1359469739203638	0.21181726834440084	0.1732564629530711
bgr_tnaLAB	0.49587780493770905	0.5373334707899141	0.43014103165860945	0.4420361935072017	0.45046519914013644	0.5742963533838956	0.597326249120085	0.5731916488162463	0.5487386499822186	0.36807603765613695
bgr_araE	0.448650750107872	0.3755961690555988	0.421517857338071	0.48740048544539816	0.5316339808727637	0.434638005542832	0.4444532349067849	0.4113435445529987	0.45146918412088205	0.3738517259091301
bgr_ansB	0.6850558804110185	0.8350755818763822	0.5579679077081536	0.838796497356024	0.6965419253565286	0.7611238715349992	0.7781513584061556	0.492382133565977	0.8013189843290447	0.6774051918259973
bgr_malEFG	0.3322062673766918	0.35715122567736957	0.4234386439492808	0.3584250607831383	0.37341004539387923	0.4688968887745178	0.35744339728443225	0.5625448254940026	0.4464888734983636	0.36181648173683856
bgr_fixABCX	0.36300614361135775	0.4585507064471233	0.4268594063360155	0.41165943200131094	0.46828828700987074	0.3641425315824719	0.4483060945390799	0.4972718821361895	0.4429966221242762	0.3953569438916837
bgr_hycABCDEFGH	0.4761841666229625	0.5451977531381593	0.6838617842435066	0.68382394107711	0.540696411751664	0.5163617650117605	0.49677090268963503	0.551673600922378	0.536032133047778	0.5690751426022932
bgr_nagBACD	0.44151969135694175	0.5186312290174222	0.6499995693437534	0.5122516202969117	0.5213472667205364	0.5116809890377482	0.510735865945294	0.5521432601548988	0.5689916657662404	0.5069350548591472
bgr_katG	0.8676997750228751	0.7161845615733565	0.7913116785474379	0.7940680450208006	0.7156705707671914	0.850874030517847	0.9130798751595217	0.8361525525142051	0.747739428267148	0.8785672844627065
bgr_manXYZ	0.4590689173762842	0.5290196297965981	0.5109428915003482	0.5181089266491593	0.42738430385042414	0.3976637894510535	0.2972481743528005	0.4303758455784255	0.34876301201734267	0.39149292329943847
bgr_himD	0.09486048404868125	0.09170043736083738	0.09151283730486554	0.14126459700670269	0.07366099038764408	0.09363352103908687	0.1056518103961788	0.08999963190455425	0.08077025161557608	0.08801929728474898
bgr_caiTABCDE	0.39872215315210147	0.361196265024905	0.46512672240992353	0.34891560875836175	0.37783222932614025	0.4261079867651906	0.41977251273561694	0.3867965401794024	0.3967363728573607	0.30637725079534667
bgr_melAB	0.6190643292411535	0.6938438319395347	0.5403784193344977	0.6269275245605416	0.56016161303833	0.6341715400462838	0.6489107273440912	0.6697751332586913	0.6382212454153678	0.6069010861556584
bgr_stpA	0.16170702500285525	0.13115342946311118	0.12421787550544681	0.111096082107884	0.15046985570413315	0.10697218227898483	0.1046718214236663	0.14889839413303554	0.1429444603211854	0.1351945038543198
bgr_malS	0.3851385656075009	0.505936471021767	0.452869070377248	0.36998967646661607	0.44876889999881414	0.5715211113094049	0.4205992104282274	0.3769924510267951	0.38160483623903835	0.3980444007459507
bgr_nagE	0.3719825097921736	0.2990889193005258	0.3063046849909079	0.4340592750964588	0.3443671674797471	0.3295645262602818	0.29461956632299613	0.29903755605962173	0.3177882400011792	0.3252700845266634
bgr_gntT	0.6363644336797996	0.7603225107971909	0.8354234836789817	0.7206756151842777	0.48372353906000537	0.771057215391698	0.6874073890484047	0.6226836525655414	0.7550611458266236	0.642574122740335
bgr_epd_pgk	0.5330214564283065	0.622672828434166	0.45854898730084975	0.4309612025466312	0.4425234181129043	0.5474240267218742	0.5215796004572902	0.4479549244296644	0.5724203655698314	0.5524097965624071
bgr_glpD	0.5170635265054295	0.4543381533563864	0.5367855595759445	0.4935478664365589	0.5407489479769391	0.5374681759576478	0.42088000765417044	0.4432272118146312	0.4638179847413072	0.5970765819093513
bgr_malK_lamB_malM	0.4939551873820909	0.5232531113931091	0.4289466078845179	0.37040976746907683	0.49656592243851455	0.4646574762731179	0.4478819664806546	0.39566181732935585	0.4251724294937929	0.42496026759198835
bgr_glnALG	0.33895349258647606	0.38165174630217713	0.3464262692474092	0.37528527053972355	0.32835265440845035	0.34528998540168165	0.35906462581322957	0.4224881270813017	0.46316918412618696	0.531001505633302
bgr_glnHPQ	0.12441905372031328	0.15305778997571004	0.10776135788858775	0.11636640301332922	0.1166694469222723	0.14427430832409	0.12936854607536533	0.11387378543421255	0.12378338379556103	0.10471370803231662
bgr_cpdB	0.4697414867289842	0.5347453864673141	0.5870594962781253	0.5004894330444487	0.5670803625936357	0.6301399858866669	0.4374596031544205	0.47284715688058526	0.39886028029320997	0.49917292124826085
bgr_udp	0.44872628736671544	0.5148906179383285	0.6500002462361827	0.49389123001199176	0.47232618488783756	0.56891543822626	0.5440403773066907	0.47249684175932594	0.6894878803574742	0.45901136235772266
bgr_lysU	0.7820709425040836	0.6199780868475304	0.7053996416513705	0.7690630953648677	0.7953116192526689	0.8239634574027623	0.6757181185282973	0.7582103381222182	0.5591769128725816	0.778362390783715
bgr_caiF	0.39665876955405743	0.31999099363409983	0.30524511121367687	0.3107211477193186	0.2615894120176516	0.40254010059513906	0.3594716133040375	0.3028702507137241	0.3171873647409441	0.28765921371961584
bgr_cirA	0.3463316630513078	0.29915131312782195	0.3836436141612849	0.4154990517221763	0.361373912839249	0.28724354511100636	0.3300439402011311	0.40539087144275665	0.34855594673332746	0.3220258566957194
bgr_livJ	0.9736763200602572	0.9678998358984477	0.9366444112501747	0.9263110179198958	0.8474089002357617	0.8967042983067186	0.8129122796002507	0.9167523852600268	0.8479104877040741	0.8281718456910646
bgr_ebgAC	0.6971819542665572	0.43656414435914737	0.7219367371532495	0.41822362943729013	0.5069265476879357	0.7574325968362069	0.617449981705734	0.49582116853185826	0.6413502228855164	0.6755715647066523
bgr_glgS	0.480419246075146	0.5692931387160324	0.43212529289398915	0.47523427031734944	0.5242137363259021	0.43804301820887687	0.5577929722361544	0.35845002288130734	0.4004170608054739	0.4714894217201307
bgr_cyoABCDE	0.046437763759260696	0.0464436855812146	0.05600303674310409	0.04771176553558787	0.03838057527997262	0.034592751424238566	0.059956048617756684	0.040878127310309334	0.05070657788347293	0.05323791484437346
bgr_araJ	0.4832209005143707	0.4512108303415514	0.4984547601731694	0.4811423987685038	0.41569624286779894	0.4875355928534038	0.5193132019414843	0.4269028316627487	0.4131130311017438	0.4214731496427352
