time,P2,P3,P4
0.0,0.0,0.0,0.0
10.0,0.003377012321293849,0.009919691128206507,0.029808698841781864
20.0,0.006203031714774398,0.01869178951914884,0.05950083832380407
30.0,0.0094955051838329,0.029529870096972742,0.07153155329083613
40.0,0.010278024734155181,0.0308485896964424,0.09750586874600102
50.0,0.013346307432177512,0.0383745778668057,0.11458496067787535
60.0,0.013497429791551264,0.039140883637876434,0.12529905044334919
70.0,0.014743245744053305,0.04156042008934142,0.14294656649168389
80.0,0.014745366779140429,0.049411216812122585,0.15897193327395037
90.0,0.018246692290868304,0.04755335343831139,0.15834135695308726
100.0,0.016510148796477008,0.04942227593175951,0.1738977839720136
110.0,0.016912766353713336,0.05328351514165623,0.18098826893519446
120.0,0.019434695571609897,0.05375060008499832,0.1811639334616119
130.0,0.017931221840313188,0.05403920885448092,0.18894380095139263
140.0,0.017362468170708713,0.05552432770194226,0.19273637853963738
150.0,0.01573781137013535,0.05619353971938993,0.19180547850957483
160.0,0.018095312858777107,0.061894150277320995,0.19760602073650602
170.0,0.018282150388854165,0.055756445321255975,0.20158690615051253
180.0,0.01925796159829224,0.060758240874027314,0.2132108183954813
190.0,0.01880333643009795,0.05424453271005458,0.22289884974811097
200.0,0.019971070750981253,0.059810891309787666,0.2298460677748429
